dcterms:identifier,id_dico,genex:hasDico ^^resource,genex:hasType,dcterms:description,dcterms:title,genex:isCaract
63224,42,35,a,produit,a_produit,0
55748,34,30,a,produit,a_produit,0
93342,73,42,a,produit,a_produit,0
63225,42,35,a,proéminent,a_proéminent,0
55749,34,30,a,proéminent,a_proéminent,0
93343,73,42,a,proéminent,a_proéminent,0
63226,42,35,a,profané,a_profané,0
55750,34,30,a,profané,a_profané,0
93344,73,42,a,profané,a_profané,0
167602,34,30,a,profanes,a_profanes,0
63227,42,35,a,professionnel,a_professionnel,0
55751,34,30,a,professionnel,a_professionnel,0
93345,73,42,a,professionnel,a_professionnel,0
129849,34,30,a,profité,a_profité,0
63228,42,35,a,profond,a_profond,0
55752,34,30,a,profond,a_profond,0
93346,73,42,a,profond,a_profond,0
168783,34,30,a,programmable,a_programmable,0
168799,34,30,a,programmé,a_programmé,0
63229,42,35,a,projeté,a_projeté,0
55753,34,30,a,projeté,a_projeté,0
93347,73,42,a,projeté,a_projeté,0
63230,42,35,a,prolongé,a_prolongé,0
55754,34,30,a,prolongé,a_prolongé,0
93348,73,42,a,prolongé,a_prolongé,0
63231,42,35,a,promené,a_promené,0
55755,34,30,a,promené,a_promené,0
93349,73,42,a,promené,a_promené,0
122681,34,30,a,promeneur,a_promeneur,0
63232,42,35,a,promis,a_promis,0
55756,34,30,a,promis,a_promis,0
93350,73,42,a,promis,a_promis,0
170352,34,30,a,promis 1,a_promis 1,0
63233,42,35,a,prompt,a_prompt,0
55757,34,30,a,prompt,a_prompt,0
