id_syn,id_dico,genex:hasDico ^^resource,num,lib
3401,73,42,-1,carefully
3400,73,42,-1,attentively
3399,73,42,-1,at length
3398,73,42,-1,patiemment
3397,73,42,-1,longuement
3396,73,42,-1,attentivement
3395,73,42,-1,fortuitementr
3394,73,42,-1,de preferencia
3393,73,42,-1,prácticamente
3392,73,42,-1,generalmente
3391,73,42,-1,precisely
3390,73,42,-1,exactly
3389,73,42,-1,tous ensemble
3388,73,42,-1,ensemble
3387,73,42,-1,vainement
3386,73,42,-1,inutilement
3385,73,42,-1,en vain
3384,73,42,-1,par conséquent
3383,73,42,-1,ergo
3382,73,42,-1,wholly
3381,73,42,-1,totally
3380,73,42,-1,completely
3379,73,42,-1,without any doubt
3378,73,42,-1,probably
3377,73,42,-1,most probably
3376,73,42,-1,evidently
3375,73,42,-1,certainly
3374,73,42,-1,apparently
3373,73,42,-1,cependant
3372,73,42,-1,paradoxalement
3371,73,42,-1,étrangement
3370,73,42,-1,étonnemment
3369,73,42,-1,curieusement
3368,73,42,-1,bizarrement
3367,73,42,-1,normalement
3366,73,42,-1,facilement
3365,73,42,-1,correctement
3364,73,42,-1,convenablement
3363,73,42,-1,bien
3362,73,42,-1,quantité
3361,73,42,-1,des foultitudes
3360,73,42,-1,des conglomérats
3359,73,42,-1,strongly
3358,73,42,-1,prodigiously
3357,73,42,-1,hugely
3356,73,42,-1,highly
3355,73,42,-1,greatly
3354,73,42,-1,extremely
3353,73,42,-1,deeply
3352,73,42,-1,by far
3351,73,42,-1,a lot
3350,73,42,-1,intensément
3349,73,42,-1,avidement
3348,73,42,-1,avec passion
3347,73,42,-1,avec avidité
3346,73,42,-1,0(1)jadis|0
3345,73,42,-1,immédiatement
3344,73,42,-1,suffisamment
3343,73,42,-1,really
3342,73,42,-1,vite
3341,73,42,-1,twenty
3340,73,42,-1,one
3339,73,42,-1,three
3338,73,42,-1,thirty
3337,73,42,-1,always
3336,73,42,-1,tellement
3335,73,42,-1,tard
3334,73,42,-1,often
3333,73,42,-1,soudain
3332,73,42,-1,simplement
3331,73,42,-1,seulement
3330,73,42,-1,sixteen
3329,73,42,-1,infinitly
3328,73,42,-1, !- 
3327,73,42,-1,many
3326,73,42,-1,partout
3325,73,42,-1,parfois
3324,73,42,-1,eleven
3323,73,42,-1,nine
3322,73,42,-1,a thousand
3321,73,42,-1,now
3320,73,42,-1,longtemps
3319,73,42,-1,lentement
3318,73,42,-1,eight
3317,73,42,-1,hier
3316,73,42,-1,actually
3315,73,42,-1,twelve
3314,73,42,-1,ten
3313,73,42,-1,two
3312,73,42,-1,debout
3311,73,42,-1,fifty
3310,73,42,-1,five
3309,73,42,-1,an hundred
3308,73,42,-1,much
3307,73,42,-1,previously
3306,73,42,-1,absolutely
3021,68,39,1,a menudo
3022,68,39,2,a partir
3023,68,39,3,a veces
3024,68,39,4,a
3025,68,39,5,ahí
3026,68,39,6,ahora
3027,68,39,7,algo
3028,68,39,8,antes
3029,68,39,9,así
3030,68,39,10,aún
3031,68,39,11,bajo
3032,68,39,12,bastante
3033,68,39,13,bien
3034,68,39,14,casi
3035,68,39,15,cerca
3036,68,39,16,como
3037,68,39,17,cómo
3038,68,39,18,con
3039,68,39,19,contra
3040,68,39,20,cuando
3041,68,39,21,de
3042,68,39,22,dentro
3043,68,39,23,desde
3044,68,39,24,donde
3045,68,39,25,durante
3046,68,39,26,en
3047,68,39,27,entre
3048,68,39,28,hasta
3049,68,39,29,más
3050,68,39,30,menos
3051,68,39,31,mientras
3052,68,39,32,mucho
3053,68,39,33,muy
3054,68,39,34,nada
3055,68,39,35,nadie
3056,68,39,36,no
3057,68,39,37,o
3058,68,39,38,para
3059,68,39,39,pero
3060,68,39,40,por
3061,68,39,41,que
3062,68,39,42,quién
3063,68,39,43,según
3064,68,39,44,si
3065,68,39,45,siempre
3066,68,39,46,sin
3067,68,39,47,sino
3068,68,39,48,sobre
3069,68,39,49,cuanto
3070,68,39,50,también
3071,68,39,51,tanto
3072,68,39,52,y
