dcterms:identifier,id_dico,genex:hasDico ^^resource,genex:hasType,dcterms:description,dcterms:title,genex:isCaract
62465,42,35,a,fin,a_fin,0
55017,34,30,a,fin,a_fin,0
92588,73,42,a,fin,a_fin,0
166965,34,30,a,final,a_final,0
62466,42,35,a,financier,a_financier,0
55018,34,30,a,financier,a_financier,0
92589,73,42,a,financier,a_financier,0
62467,42,35,a,fini,a_fini,0
55019,34,30,a,fini,a_fini,0
92590,73,42,a,fini,a_fini,0
60620,34,30,a,fini 1,a_fini 1,0
68207,42,35,a,fini 1,a_fini 1,0
98319,73,42,a,fini 1,a_fini 1,0
168690,34,30,a,finissant,a_finissant,0
62468,42,35,a,fixé,a_fixé,0
55020,34,30,a,fixé,a_fixé,0
92591,73,42,a,fixé,a_fixé,0
60621,34,30,a,fixé 1,a_fixé 1,0
68208,42,35,a,fixé 1,a_fixé 1,0
98320,73,42,a,fixé 1,a_fixé 1,0
168353,34,30,a,fixé 2,a_fixé 2,0
170584,34,30,a,fixé 3,a_fixé 3,0
62469,42,35,a,fixes,a_fixes,0
55021,34,30,a,fixes,a_fixes,0
92592,73,42,a,fixes,a_fixes,0
167104,34,30,a,flagorneur,a_flagorneur,0
62470,42,35,a,flamboyant,a_flamboyant,0
55022,34,30,a,flamboyant,a_flamboyant,0
92593,73,42,a,flamboyant,a_flamboyant,0
170550,34,30,a,flanqué,a_flanqué,0
168620,34,30,a,flasque,a_flasque,0
167044,34,30,a,flatté,a_flatté,0
171144,34,30,a,flatteur,a_flatteur,0
167011,34,30,a,flatteur 1,a_flatteur 1,0
62471,42,35,a,flegmatique,a_flegmatique,0
55023,34,30,a,flegmatique,a_flegmatique,0
92594,73,42,a,flegmatique,a_flegmatique,0
62472,42,35,a,fleuri,a_fleuri,0
55024,34,30,a,fleuri,a_fleuri,0
92595,73,42,a,fleuri,a_fleuri,0
62473,42,35,a,flottant,a_flottant,0
55025,34,30,a,flottant,a_flottant,0
92596,73,42,a,flottant,a_flottant,0
62474,42,35,a,flou,a_flou,0
55026,34,30,a,flou,a_flou,0
92597,73,42,a,flou,a_flou,0
60622,34,30,a,flou 1,a_flou 1,0
68209,42,35,a,flou 1,a_flou 1,0
98321,73,42,a,flou 1,a_flou 1,0
62475,42,35,a,foisonnant,a_foisonnant,0
55027,34,30,a,foisonnant,a_foisonnant,0
92598,73,42,a,foisonnant,a_foisonnant,0
62476,42,35,a,foncé,a_foncé,0
55028,34,30,a,foncé,a_foncé,0
92599,73,42,a,foncé,a_foncé,0
167945,34,30,a,fonctionnaire,a_fonctionnaire,0
170835,34,30,a,fonctionnel,a_fonctionnel,0
62477,42,35,a,fondamental,a_fondamental,0
55029,34,30,a,fondamental,a_fondamental,0
92600,73,42,a,fondamental,a_fondamental,0
129097,34,30,a,fondateur,a_fondateur,0
62478,42,35,a,fondé,a_fondé,0
55030,34,30,a,fondé,a_fondé,0
92601,73,42,a,fondé,a_fondé,0
166448,34,30,a,fondu,a_fondu,0
62479,42,35,a,forcé,a_forcé,0
55031,34,30,a,forcé,a_forcé,0
92602,73,42,a,forcé,a_forcé,0
167589,34,30,a,forestier,a_forestier,0
168374,34,30,a,forgé,a_forgé,0
62480,42,35,a,formé,a_formé,0
55032,34,30,a,formé,a_formé,0
92603,73,42,a,formé,a_formé,0
62481,42,35,a,forméa,a_forméa,0
92604,73,42,a,forméa,a_forméa,0
168600,34,30,a,FormeVis,a_FormeVis,0
60623,34,30,a,formvis 1,a_formvis 1,0
68210,42,35,a,formvis 1,a_formvis 1,0
98322,73,42,a,formvis 1,a_formvis 1,0
62482,42,35,a,fort,a_fort,0
55033,34,30,a,fort,a_fort,0
92605,73,42,a,fort,a_fort,0
60624,34,30,a,fort 1,a_fort 1,0
68211,42,35,a,fort 1,a_fort 1,0
98323,73,42,a,fort 1,a_fort 1,0
60625,34,30,a,fort 2,a_fort 2,0
68212,42,35,a,fort 2,a_fort 2,0
98324,73,42,a,fort 2,a_fort 2,0
60626,34,30,a,fort 3,a_fort 3,0
68213,42,35,a,fort 3,a_fort 3,0
98325,73,42,a,fort 3,a_fort 3,0
60627,34,30,a,fort 4,a_fort 4,0
68214,42,35,a,fort 4,a_fort 4,0
98326,73,42,a,fort 4,a_fort 4,0
60628,34,30,a,fort 5,a_fort 5,0
68215,42,35,a,fort 5,a_fort 5,0
98327,73,42,a,fort 5,a_fort 5,0
167746,34,30,a,fortifié,a_fortifié,0
62483,42,35,a,fou,a_fou,0
55034,34,30,a,fou,a_fou,0
92606,73,42,a,fou,a_fou,0
60629,34,30,a,fou 1,a_fou 1,0
68216,42,35,a,fou 1,a_fou 1,0
98328,73,42,a,fou 1,a_fou 1,0
60630,34,30,a,fou 2,a_fou 2,0
68217,42,35,a,fou 2,a_fou 2,0
98329,73,42,a,fou 2,a_fou 2,0
60631,34,30,a,fou 3,a_fou 3,0
68218,42,35,a,fou 3,a_fou 3,0
98330,73,42,a,fou 3,a_fou 3,0
60632,34,30,a,fou 4,a_fou 4,0
68219,42,35,a,fou 4,a_fou 4,0
98331,73,42,a,fou 4,a_fou 4,0
62484,42,35,a,foudroyé,a_foudroyé,0
55035,34,30,a,foudroyé,a_foudroyé,0
92607,73,42,a,foudroyé,a_foudroyé,0
168115,34,30,a,fouetté,a_fouetté,0
167316,34,30,a,foulé,a_foulé,0
169852,34,30,a,fourbe 1,a_fourbe 1,0
168549,34,30,a,fourchu,a_fourchu,0
62485,42,35,a,fourrager,a_fourrager,0
55036,34,30,a,fourrager,a_fourrager,0
92608,73,42,a,fourrager,a_fourrager,0
62486,42,35,a,fourré,a_fourré,0
55037,34,30,a,fourré,a_fourré,0
92609,73,42,a,fourré,a_fourré,0
62487,42,35,a,foutu,a_foutu,0
55038,34,30,a,foutu,a_foutu,0
92610,73,42,a,foutu,a_foutu,0
166775,34,30,a,fracassé,a_fracassé,0
62488,42,35,a,fragile,a_fragile,0
55039,34,30,a,fragile,a_fragile,0
92611,73,42,a,fragile,a_fragile,0
60633,34,30,a,fragile 1,a_fragile 1,0
68220,42,35,a,fragile 1,a_fragile 1,0
98332,73,42,a,fragile 1,a_fragile 1,0
60634,34,30,a,fragile 2,a_fragile 2,0
68221,42,35,a,fragile 2,a_fragile 2,0
98333,73,42,a,fragile 2,a_fragile 2,0
167693,34,30,a,fragile 3,a_fragile 3,0
166686,34,30,a,fragmentaire,a_fragmentaire,0
62489,42,35,a,frais,a_frais,0
55040,34,30,a,frais,a_frais,0
92612,73,42,a,frais,a_frais,0
62490,42,35,a,franc,a_franc,0
55041,34,30,a,franc,a_franc,0
92613,73,42,a,franc,a_franc,0
62491,42,35,a,français,a_français,0
55042,34,30,a,français,a_français,0
92614,73,42,a,français,a_français,0
62492,42,35,a,franchi,a_franchi,0
55043,34,30,a,franchi,a_franchi,0
92615,73,42,a,franchi,a_franchi,0
62493,42,35,a,frangé,a_frangé,0
55044,34,30,a,frangé,a_frangé,0
92616,73,42,a,frangé,a_frangé,0
62494,42,35,a,frappé,a_frappé,0
55045,34,30,a,frappé,a_frappé,0
92617,73,42,a,frappé,a_frappé,0
62495,42,35,a,frénétique,a_frénétique,0
55046,34,30,a,frénétique,a_frénétique,0
92618,73,42,a,frénétique,a_frénétique,0
62496,42,35,a,fréquent,a_fréquent,0
55047,34,30,a,fréquent,a_fréquent,0
92619,73,42,a,fréquent,a_fréquent,0
62497,42,35,a,fréquenté,a_fréquenté,0
55048,34,30,a,fréquenté,a_fréquenté,0
92620,73,42,a,fréquenté,a_fréquenté,0
62498,42,35,a,frigide,a_frigide,0
55049,34,30,a,frigide,a_frigide,0
92621,73,42,a,frigide,a_frigide,0
62499,42,35,a,frileux,a_frileux,0
55050,34,30,a,frileux,a_frileux,0
92622,73,42,a,frileux,a_frileux,0
62500,42,35,a,fripé,a_fripé,0
55051,34,30,a,fripé,a_fripé,0
92623,73,42,a,fripé,a_fripé,0
62501,42,35,a,frisé,a_frisé,0
55052,34,30,a,frisé,a_frisé,0
92624,73,42,a,frisé,a_frisé,0
170339,34,30,a,frissonnant,a_frissonnant,0
167855,34,30,a,frit,a_frit,0
62502,42,35,a,frivole,a_frivole,0
55053,34,30,a,frivole,a_frivole,0
92625,73,42,a,frivole,a_frivole,0
62503,42,35,a,froid,a_froid,0
55054,34,30,a,froid,a_froid,0
92626,73,42,a,froid,a_froid,0
170772,34,30,a,froid 1,a_froid 1,0
62504,42,35,a,froissé,a_froissé,0
55055,34,30,a,froissé,a_froissé,0
92627,73,42,a,froissé,a_froissé,0
171353,34,30,a,frotté,a_frotté,0
171129,34,30,a,fui,a_fui,0
171330,34,30,a,fumant,a_fumant,0
62505,42,35,a,fumé,a_fumé,0
55056,34,30,a,fumé,a_fumé,0
92628,73,42,a,fumé,a_fumé,0
171354,34,30,a,fumeur,a_fumeur,0
167594,34,30,a,funèbre,a_funèbre,0
62506,42,35,a,furieux,a_furieux,0
55057,34,30,a,furieux,a_furieux,0
92629,73,42,a,furieux,a_furieux,0
60635,34,30,a,furieux 1,a_furieux 1,0
68222,42,35,a,furieux 1,a_furieux 1,0
98334,73,42,a,furieux 1,a_furieux 1,0
62507,42,35,a,furtif,a_furtif,0
55058,34,30,a,furtif,a_furtif,0
92630,73,42,a,furtif,a_furtif,0
168931,34,30,a,furtif 1,a_furtif 1,0
62508,42,35,a,futile,a_futile,0
55059,34,30,a,futile,a_futile,0
92631,73,42,a,futile,a_futile,0
60636,34,30,a,futile 1,a_futile 1,0
68223,42,35,a,futile 1,a_futile 1,0
98335,73,42,a,futile 1,a_futile 1,0
62509,42,35,a,futur,a_futur,0
55060,34,30,a,futur,a_futur,0
92632,73,42,a,futur,a_futur,0
62510,42,35,a,fuyant,a_fuyant,0
55061,34,30,a,fuyant,a_fuyant,0
92633,73,42,a,fuyant,a_fuyant,0
166665,34,30,a,fuyard,a_fuyard,0
62511,42,35,a,gagné,a_gagné,0
55062,34,30,a,gagné,a_gagné,0
92634,73,42,a,gagné,a_gagné,0
62512,42,35,a,gai,a_gai,0
55063,34,30,a,gai,a_gai,0
92635,73,42,a,gai,a_gai,0
62513,42,35,a,galeriste,a_galeriste,0
55064,34,30,a,galeriste,a_galeriste,0
92636,73,42,a,galeriste,a_galeriste,0
62514,42,35,a,garde,a_garde,0
55065,34,30,a,garde,a_garde,0
92637,73,42,a,garde,a_garde,0
169838,34,30,a,gardee,a_gardee,0
62515,42,35,a,gardés,a_gardés,0
55066,34,30,a,gardés,a_gardés,0
92638,73,42,a,gardés,a_gardés,0
62516,42,35,a,garé,a_garé,0
55067,34,30,a,garé,a_garé,0
92639,73,42,a,garé,a_garé,0
169805,34,30,a,garni 1,a_garni 1,0
62517,42,35,a,gâté,a_gâté,0
55068,34,30,a,gâté,a_gâté,0
92640,73,42,a,gâté,a_gâté,0
62518,42,35,a,gauche,a_gauche,0
55069,34,30,a,gauche,a_gauche,0
92641,73,42,a,gauche,a_gauche,0
129139,34,30,a,gaucher,a_gaucher,0
167646,34,30,a,gavé,a_gavé,0
134987,34,30,a,gay 1,a_gay 1,0
62519,42,35,a,géant,a_géant,0
55070,34,30,a,géant,a_géant,0
92642,73,42,a,géant,a_géant,0
62520,42,35,a,gelé,a_gelé,0
55071,34,30,a,gelé,a_gelé,0
92643,73,42,a,gelé,a_gelé,0
167312,34,30,a,gémissant,a_gémissant,0
60637,34,30,a,gênant 1,a_gênant 1,0
68224,42,35,a,gênant 1,a_gênant 1,0
98336,73,42,a,gênant 1,a_gênant 1,0
62521,42,35,a,gêné,a_gêné,0
55072,34,30,a,gêné,a_gêné,0
92644,73,42,a,gêné,a_gêné,0
62522,42,35,a,général,a_général,0
55073,34,30,a,général,a_général,0
92645,73,42,a,général,a_général,0
136536,34,30,a,généré,a_généré,0
62523,42,35,a,généreux,a_généreux,0
55074,34,30,a,généreux,a_généreux,0
92646,73,42,a,généreux,a_généreux,0
170036,34,30,a,généreux 1,a_généreux 1,0
62524,42,35,a,génial,a_génial,0
55075,34,30,a,génial,a_génial,0
92647,73,42,a,génial,a_génial,0
62525,42,35,a,génital,a_génital,0
55076,34,30,a,génital,a_génital,0
92648,73,42,a,génital,a_génital,0
62526,42,35,a,gentil,a_gentil,0
55077,34,30,a,gentil,a_gentil,0
92649,73,42,a,gentil,a_gentil,0
166952,34,30,a,gentil 1,a_gentil 1,0
62527,42,35,a,géographique,a_géographique,0
55078,34,30,a,géographique,a_géographique,0
92650,73,42,a,géographique,a_géographique,0
62528,42,35,a,géométrique,a_géométrique,0
55079,34,30,a,géométrique,a_géométrique,0
92651,73,42,a,géométrique,a_géométrique,0
62529,42,35,a,gigantesque,a_gigantesque,0
55080,34,30,a,gigantesque,a_gigantesque,0
92652,73,42,a,gigantesque,a_gigantesque,0
62530,42,35,a,glacé,a_glacé,0
55081,34,30,a,glacé,a_glacé,0
92653,73,42,a,glacé,a_glacé,0
60638,34,30,a,glacé 1,a_glacé 1,0
68225,42,35,a,glacé 1,a_glacé 1,0
98337,73,42,a,glacé 1,a_glacé 1,0
60639,34,30,a,glacé 2,a_glacé 2,0
68226,42,35,a,glacé 2,a_glacé 2,0
98338,73,42,a,glacé 2,a_glacé 2,0
62531,42,35,a,glacial,a_glacial,0
55082,34,30,a,glacial,a_glacial,0
92654,73,42,a,glacial,a_glacial,0
62532,42,35,a,glissant,a_glissant,0
55083,34,30,a,glissant,a_glissant,0
92655,73,42,a,glissant,a_glissant,0
62533,42,35,a,glissé,a_glissé,0
55084,34,30,a,glissé,a_glissé,0
92656,73,42,a,glissé,a_glissé,0
169743,34,30,a,global,a_global,0
62534,42,35,a,globuleux,a_globuleux,0
55085,34,30,a,globuleux,a_globuleux,0
92657,73,42,a,globuleux,a_globuleux,0
62535,42,35,a,glorieux,a_glorieux,0
55086,34,30,a,glorieux,a_glorieux,0
92658,73,42,a,glorieux,a_glorieux,0
169248,34,30,a,glorifié,a_glorifié,0
62536,42,35,a,glouton,a_glouton,0
55087,34,30,a,glouton,a_glouton,0
92659,73,42,a,glouton,a_glouton,0
60640,34,30,a,glouton 1,a_glouton 1,0
68227,42,35,a,glouton 1,a_glouton 1,0
98339,73,42,a,glouton 1,a_glouton 1,0
62537,42,35,a,gluant,a_gluant,0
55088,34,30,a,gluant,a_gluant,0
92660,73,42,a,gluant,a_gluant,0
60641,34,30,a,gluant 1,a_gluant 1,0
68228,42,35,a,gluant 1,a_gluant 1,0
98340,73,42,a,gluant 1,a_gluant 1,0
158600,34,30,a,godiche,a_godiche,0
62538,42,35,a,golden,a_golden,0
170653,34,30,a,golfeur,a_golfeur,0
62539,42,35,a,gonflé,a_gonflé,0
55089,34,30,a,gonflé,a_gonflé,0
92661,73,42,a,gonflé,a_gonflé,0
62540,42,35,a,gourmand,a_gourmand,0
55090,34,30,a,gourmand,a_gourmand,0
92662,73,42,a,gourmand,a_gourmand,0
168972,34,30,a,goûté,a_goûté,0
62541,42,35,a,gouverné,a_gouverné,0
55091,34,30,a,gouverné,a_gouverné,0
92663,73,42,a,gouverné,a_gouverné,0
62542,42,35,a,grammatical,a_grammatical,0
55092,34,30,a,grammatical,a_grammatical,0
92664,73,42,a,grammatical,a_grammatical,0
62543,42,35,a,grand,a_grand,0
55093,34,30,a,grand,a_grand,0
92665,73,42,a,grand,a_grand,0
60642,34,30,a,grand 1,a_grand 1,0
68229,42,35,a,grand 1,a_grand 1,0
98341,73,42,a,grand 1,a_grand 1,0
167271,34,30,a,grand 2,a_grand 2,0
62544,42,35,a,grandi,a_grandi,0
55094,34,30,a,grandi,a_grandi,0
92666,73,42,a,grandi,a_grandi,0
170362,34,30,a,grandi 1,a_grandi 1,0
167076,34,30,a,grandiloquent,a_grandiloquent,0
62545,42,35,a,grandiose,a_grandiose,0
55095,34,30,a,grandiose,a_grandiose,0
92667,73,42,a,grandiose,a_grandiose,0
166724,34,30,a,grandissant,a_grandissant,0
62546,42,35,a,granuleux,a_granuleux,0
55096,34,30,a,granuleux,a_granuleux,0
92668,73,42,a,granuleux,a_granuleux,0
62547,42,35,a,gras,a_gras,0
55097,34,30,a,gras,a_gras,0
92669,73,42,a,gras,a_gras,0
167757,34,30,a,gratuit,a_gratuit,0
62548,42,35,a,grave,a_grave,0
55098,34,30,a,grave,a_grave,0
92670,73,42,a,grave,a_grave,0
62549,42,35,a,gravés,a_gravés,0
55099,34,30,a,gravés,a_gravés,0
92671,73,42,a,gravés,a_gravés,0
62550,42,35,a,gravide,a_gravide,0
55100,34,30,a,gravide,a_gravide,0
92672,73,42,a,gravide,a_gravide,0
62551,42,35,a,great,a_great,0
167864,34,30,a,grec,a_grec,0
168061,34,30,a,grégorien,a_grégorien,0
62552,42,35,a,grêle,a_grêle,0
55101,34,30,a,grêle,a_grêle,0
92673,73,42,a,grêle,a_grêle,0
62553,42,35,a,griffé,a_griffé,0
55102,34,30,a,griffé,a_griffé,0
92674,73,42,a,griffé,a_griffé,0
62554,42,35,a,griffonné,a_griffonné,0
55103,34,30,a,griffonné,a_griffonné,0
92675,73,42,a,griffonné,a_griffonné,0
168583,34,30,a,griffu,a_griffu,0
168165,34,30,a,grillé,a_grillé,0
62555,42,35,a,grimpant,a_grimpant,0
55104,34,30,a,grimpant,a_grimpant,0
92676,73,42,a,grimpant,a_grimpant,0
62556,42,35,a,gris,a_gris,0
55105,34,30,a,gris,a_gris,0
92677,73,42,a,gris,a_gris,0
168144,34,30,a,grisant 1,a_grisant 1,0
62557,42,35,a,grisâtre,a_grisâtre,0
55106,34,30,a,grisâtre,a_grisâtre,0
92678,73,42,a,grisâtre,a_grisâtre,0
62558,42,35,a,grisonnant,a_grisonnant,0
55107,34,30,a,grisonnant,a_grisonnant,0
92679,73,42,a,grisonnant,a_grisonnant,0
62559,42,35,a,gros,a_gros,0
55108,34,30,a,gros,a_gros,0
92680,73,42,a,gros,a_gros,0
158706,34,30,a,gros 1,a_gros 1,0
171221,34,30,a,grossi,a_grossi,0
62560,42,35,a,grossier,a_grossier,0
55109,34,30,a,grossier,a_grossier,0
92681,73,42,a,grossier,a_grossier,0
62561,42,35,a,groupé,a_groupé,0
55110,34,30,a,groupé,a_groupé,0
92682,73,42,a,groupé,a_groupé,0
62562,42,35,a,guêpier,a_guêpier,0
55111,34,30,a,guêpier,a_guêpier,0
92683,73,42,a,guêpier,a_guêpier,0
62563,42,35,a,guéri,a_guéri,0
55112,34,30,a,guéri,a_guéri,0
92684,73,42,a,guéri,a_guéri,0
168278,34,30,a,guérisseur,a_guérisseur,0
62564,42,35,a,guerrier,a_guerrier,0
55113,34,30,a,guerrier,a_guerrier,0
92685,73,42,a,guerrier,a_guerrier,0
62565,42,35,a,guidé,a_guidé,0
55114,34,30,a,guidé,a_guidé,0
92686,73,42,a,guidé,a_guidé,0
169843,34,30,a,guidé 1,a_guidé 1,0
170116,34,30,a,guillotiné,a_guillotiné,0
62566,42,35,a,habile,a_habile,0
55115,34,30,a,habile,a_habile,0
92687,73,42,a,habile,a_habile,0
60643,34,30,a,habile 1,a_habile 1,0
68230,42,35,a,habile 1,a_habile 1,0
98342,73,42,a,habile 1,a_habile 1,0
62567,42,35,a,habillé,a_habillé,0
55116,34,30,a,habillé,a_habillé,0
92688,73,42,a,habillé,a_habillé,0
62568,42,35,a,habité,a_habité,0
55117,34,30,a,habité,a_habité,0
92689,73,42,a,habité,a_habité,0
62569,42,35,a,habitué,a_habitué,0
55118,34,30,a,habitué,a_habitué,0
92690,73,42,a,habitué,a_habitué,0
170568,34,30,a,habitué 1,a_habitué 1,0
62570,42,35,a,habituel,a_habituel,0
55119,34,30,a,habituel,a_habituel,0
92691,73,42,a,habituel,a_habituel,0
60644,34,30,a,habituel 1,a_habituel 1,0
68231,42,35,a,habituel 1,a_habituel 1,0
98343,73,42,a,habituel 1,a_habituel 1,0
166452,34,30,a,haï,a_haï,0
158677,34,30,a,haineux,a_haineux,0
171314,34,30,a,haletant,a_haletant,0
158415,34,30,a,hanté,a_hanté,0
171448,34,30,a,happé,a_happé,0
166556,34,30,a,hargneux,a_hargneux,0
170179,34,30,a,hargneux 1,a_hargneux 1,0
168291,34,30,a,harnaché 1,a_harnaché 1,0
62571,42,35,a,hâtif,a_hâtif,0
55120,34,30,a,hâtif,a_hâtif,0
92692,73,42,a,hâtif,a_hâtif,0
170410,34,30,a,haussé,a_haussé,0
62572,42,35,a,haut,a_haut,0
55121,34,30,a,haut,a_haut,0
92693,73,42,a,haut,a_haut,0
62573,42,35,a,hautain,a_hautain,0
55122,34,30,a,hautain,a_hautain,0
92694,73,42,a,hautain,a_hautain,0
62574,42,35,a,hebdomadaire,a_hebdomadaire,0
55123,34,30,a,hebdomadaire,a_hebdomadaire,0
92695,73,42,a,hebdomadaire,a_hebdomadaire,0
168044,34,30,a,hébergé,a_hébergé,0
62575,42,35,a,hébété,a_hébété,0
55124,34,30,a,hébété,a_hébété,0
92696,73,42,a,hébété,a_hébété,0
158364,34,30,a,héliotrope,a_héliotrope,0
62576,42,35,a,herbacé,a_herbacé,0
55125,34,30,a,herbacé,a_herbacé,0
92697,73,42,a,herbacé,a_herbacé,0
168386,34,30,a,hérissé,a_hérissé,0
62577,42,35,a,hérité,a_hérité,0
55126,34,30,a,hérité,a_hérité,0
92698,73,42,a,hérité,a_hérité,0
168239,34,30,a,héritier,a_héritier,0
168017,34,30,a,héroïque,a_héroïque,0
171128,34,30,a,héros,a_héros,0
62578,42,35,a,hésitant,a_hésitant,0
55127,34,30,a,hésitant,a_hésitant,0
92699,73,42,a,hésitant,a_hésitant,0
60645,34,30,a,hésitant 1,a_hésitant 1,0
68232,42,35,a,hésitant 1,a_hésitant 1,0
98344,73,42,a,hésitant 1,a_hésitant 1,0
129191,34,30,a,hésité,a_hésité,0
62579,42,35,a,hétéroclite,a_hétéroclite,0
55128,34,30,a,hétéroclite,a_hétéroclite,0
92700,73,42,a,hétéroclite,a_hétéroclite,0
62580,42,35,a,heureux,a_heureux,0
55129,34,30,a,heureux,a_heureux,0
92701,73,42,a,heureux,a_heureux,0
60646,34,30,a,heureux 1,a_heureux 1,0
68233,42,35,a,heureux 1,a_heureux 1,0
98345,73,42,a,heureux 1,a_heureux 1,0
60647,34,30,a,heureux 2,a_heureux 2,0
68234,42,35,a,heureux 2,a_heureux 2,0
98346,73,42,a,heureux 2,a_heureux 2,0
62581,42,35,a,heurté,a_heurté,0
55130,34,30,a,heurté,a_heurté,0
92702,73,42,a,heurté,a_heurté,0
166772,34,30,a,hexagonal,a_hexagonal,0
62582,42,35,a,hirsute,a_hirsute,0
55131,34,30,a,hirsute,a_hirsute,0
92703,73,42,a,hirsute,a_hirsute,0
167673,34,30,a,historien,a_historien,0
62583,42,35,a,historique,a_historique,0
55132,34,30,a,historique,a_historique,0
92704,73,42,a,historique,a_historique,0
62584,42,35,a,hivernal,a_hivernal,0
55133,34,30,a,hivernal,a_hivernal,0
92705,73,42,a,hivernal,a_hivernal,0
62585,42,35,a,holographique,a_holographique,0
55134,34,30,a,holographique,a_holographique,0
92706,73,42,a,holographique,a_holographique,0
167062,34,30,a,homonyme,a_homonyme,0
62586,42,35,a,honnête,a_honnête,0
55135,34,30,a,honnête,a_honnête,0
92707,73,42,a,honnête,a_honnête,0
62587,42,35,a,honorable,a_honorable,0
55136,34,30,a,honorable,a_honorable,0
92708,73,42,a,honorable,a_honorable,0
171223,34,30,a,honoré 1,a_honoré 1,0
62588,42,35,a,honteux,a_honteux,0
55137,34,30,a,honteux,a_honteux,0
92709,73,42,a,honteux,a_honteux,0
60648,34,30,a,honteux 1,a_honteux 1,0
68235,42,35,a,honteux 1,a_honteux 1,0
98347,73,42,a,honteux 1,a_honteux 1,0
168003,34,30,a,honteux 2,a_honteux 2,0
62589,42,35,a,horizontal,a_horizontal,0
55138,34,30,a,horizontal,a_horizontal,0
92710,73,42,a,horizontal,a_horizontal,0
62590,42,35,a,horrible,a_horrible,0
55139,34,30,a,horrible,a_horrible,0
92711,73,42,a,horrible,a_horrible,0
167242,34,30,a,horrible 1,a_horrible 1,0
129205,34,30,a,hospitalisé,a_hospitalisé,0
62591,42,35,a,hostile,a_hostile,0
55140,34,30,a,hostile,a_hostile,0
92712,73,42,a,hostile,a_hostile,0
60649,34,30,a,hostile 1,a_hostile 1,0
68236,42,35,a,hostile 1,a_hostile 1,0
98348,73,42,a,hostile 1,a_hostile 1,0
62592,42,35,a,huilé,a_huilé,0
55141,34,30,a,huilé,a_huilé,0
92713,73,42,a,huilé,a_huilé,0
62593,42,35,a,huileux,a_huileux,0
55142,34,30,a,huileux,a_huileux,0
92714,73,42,a,huileux,a_huileux,0
62594,42,35,a,huit,a_huit,0
55143,34,30,a,huit,a_huit,0
92715,73,42,a,huit,a_huit,0
168946,34,30,a,huitième,a_huitième,0
62595,42,35,a,humain,a_humain,0
55144,34,30,a,humain,a_humain,0
92716,73,42,a,humain,a_humain,0
168314,34,30,a,humaniste,a_humaniste,0
166604,34,30,a,humble,a_humble,0
170746,34,30,a,humé,a_humé,0
62596,42,35,a,humide,a_humide,0
55145,34,30,a,humide,a_humide,0
92717,73,42,a,humide,a_humide,0
62597,42,35,a,humilié,a_humilié,0
55146,34,30,a,humilié,a_humilié,0
92718,73,42,a,humilié,a_humilié,0
168220,34,30,a,humilié 1,a_humilié 1,0
166960,34,30,a,humoristique,a_humoristique,0
62598,42,35,a,hurlant,a_hurlant,0
55147,34,30,a,hurlant,a_hurlant,0
92719,73,42,a,hurlant,a_hurlant,0
166511,34,30,a,hurlé,a_hurlé,0
170831,34,30,a,hybridé,a_hybridé,0
62599,42,35,a,hypocrite,a_hypocrite,0
55148,34,30,a,hypocrite,a_hypocrite,0
92720,73,42,a,hypocrite,a_hypocrite,0
166891,34,30,a,hystérique,a_hystérique,0
62600,42,35,a,idéal,a_idéal,0
55149,34,30,a,idéal,a_idéal,0
92721,73,42,a,idéal,a_idéal,0
62601,42,35,a,idéaliste,a_idéaliste,0
55150,34,30,a,idéaliste,a_idéaliste,0
92722,73,42,a,idéaliste,a_idéaliste,0
136608,34,30,a,identifiable,a_identifiable,0
168752,34,30,a,identifiant,a_identifiant,0
62602,42,35,a,identifié,a_identifié,0
92723,73,42,a,identifié,a_identifié,0
62603,42,35,a,identique,a_identique,0
55151,34,30,a,identique,a_identique,0
92724,73,42,a,identique,a_identique,0
62604,42,35,a,ignorant,a_ignorant,0
55152,34,30,a,ignorant,a_ignorant,0
92725,73,42,a,ignorant,a_ignorant,0
122090,34,30,a,ignoré,a_ignoré,0
62605,42,35,a,il,a_il,0
55153,34,30,a,il,a_il,0
92726,73,42,a,il,a_il,0
62606,42,35,a,illégitime,a_illégitime,0
55154,34,30,a,illégitime,a_illégitime,0
92727,73,42,a,illégitime,a_illégitime,0
168099,34,30,a,illettré,a_illettré,0
62607,42,35,a,illisible,a_illisible,0
55155,34,30,a,illisible,a_illisible,0
92728,73,42,a,illisible,a_illisible,0
62608,42,35,a,illuminé,a_illuminé,0
55156,34,30,a,illuminé,a_illuminé,0
92729,73,42,a,illuminé,a_illuminé,0
62609,42,35,a,illusoire,a_illusoire,0
55157,34,30,a,illusoire,a_illusoire,0
92730,73,42,a,illusoire,a_illusoire,0
168179,34,30,a,illustré,a_illustré,0
62610,42,35,a,iln,a_iln,0
62611,42,35,a,ils,a_ils,0
55158,34,30,a,ils,a_ils,0
92731,73,42,a,ils,a_ils,0
62612,42,35,a,imaginaire,a_imaginaire,0
55159,34,30,a,imaginaire,a_imaginaire,0
92732,73,42,a,imaginaire,a_imaginaire,0
62613,42,35,a,imaginé,a_imaginé,0
55160,34,30,a,imaginé,a_imaginé,0
92733,73,42,a,imaginé,a_imaginé,0
62614,42,35,a,imbécile,a_imbécile,0
55161,34,30,a,imbécile,a_imbécile,0
92734,73,42,a,imbécile,a_imbécile,0
168649,34,30,a,imbriqué,a_imbriqué,0
